step,band,calm,loss,candidate_found,expert_a,expert_b,similarity,util_a,util_b,delta_f_pred
610,COMFORT,386,1.5619,0,,,,,,
611,COMFORT,387,1.2570,0,,,,,,
612,COMFORT,388,1.7517,0,,,,,,
613,COMFORT,389,0.9982,0,,,,,,
614,COMFORT,390,2.1595,0,,,,,,
615,COMFORT,391,0.7636,0,,,,,,
616,COMFORT,392,1.2949,0,,,,,,
617,COMFORT,393,1.3113,0,,,,,,
618,COMFORT,394,2.1942,0,,,,,,
619,COMFORT,395,0.8457,0,,,,,,
620,COMFORT,396,1.0797,0,,,,,,
621,COMFORT,397,1.1659,0,,,,,,
622,COMFORT,398,1.6999,0,,,,,,
623,COMFORT,399,1.5226,0,,,,,,
624,COMFORT,400,2.0718,0,,,,,,
625,COMFORT,401,0.9053,0,,,,,,
626,COMFORT,402,0.6340,0,,,,,,
627,COMFORT,403,0.7355,0,,,,,,
628,COMFORT,404,0.5605,0,,,,,,
629,COMFORT,405,0.6877,0,,,,,,
630,COMFORT,406,0.4805,0,,,,,,
631,COMFORT,407,0.7755,0,,,,,,
632,COMFORT,408,0.7871,0,,,,,,
633,COMFORT,409,0.8713,0,,,,,,
634,COMFORT,410,1.1082,0,,,,,,
635,COMFORT,411,1.0202,0,,,,,,
636,COMFORT,412,1.0091,0,,,,,,
637,COMFORT,413,0.8415,0,,,,,,
638,COMFORT,414,0.6612,0,,,,,,
639,COMFORT,415,1.0930,0,,,,,,
640,COMFORT,416,0.8781,0,,,,,,
641,COMFORT,417,0.6068,0,,,,,,
642,COMFORT,418,1.3567,0,,,,,,
643,COMFORT,419,0.9419,0,,,,,,
644,COMFORT,420,0.4075,0,,,,,,
645,COMFORT,421,0.6800,0,,,,,,
646,COMFORT,422,0.7166,0,,,,,,
647,COMFORT,423,1.6016,0,,,,,,
648,COMFORT,424,1.3526,0,,,,,,
649,COMFORT,425,0.4916,0,,,,,,
650,COMFORT,426,0.7265,0,,,,,,
651,COMFORT,427,0.7567,0,,,,,,
652,COMFORT,428,1.1446,0,,,,,,
653,COMFORT,429,0.5672,0,,,,,,
654,COMFORT,430,0.6935,0,,,,,,
655,COMFORT,431,1.1744,0,,,,,,
656,COMFORT,432,1.1904,0,,,,,,
657,COMFORT,433,0.9093,0,,,,,,
658,COMFORT,434,0.2994,0,,,,,,
659,COMFORT,435,0.6103,0,,,,,,
660,COMFORT,436,2.0148,0,,,,,,
661,COMFORT,437,1.0514,0,,,,,,
662,COMFORT,438,0.6688,0,,,,,,
663,COMFORT,439,1.1429,0,,,,,,
664,COMFORT,440,1.3859,0,,,,,,
665,COMFORT,441,0.7430,0,,,,,,
666,COMFORT,442,1.1532,0,,,,,,
667,COMFORT,443,0.2840,0,,,,,,
668,COMFORT,444,0.5468,0,,,,,,
669,COMFORT,445,1.1713,0,,,,,,
670,COMFORT,446,1.7462,0,,,,,,
671,COMFORT,447,1.3507,0,,,,,,
672,COMFORT,448,0.7940,0,,,,,,
673,COMFORT,449,1.2475,0,,,,,,
674,COMFORT,450,0.7856,0,,,,,,
675,COMFORT,451,0.9017,0,,,,,,
676,COMFORT,452,1.3442,0,,,,,,
677,COMFORT,453,1.1692,0,,,,,,
678,COMFORT,454,0.7647,0,,,,,,
679,COMFORT,455,1.6331,0,,,,,,
680,COMFORT,456,1.0017,0,,,,,,
681,COMFORT,457,0.5744,0,,,,,,
682,COMFORT,458,1.1352,0,,,,,,
683,COMFORT,459,1.0863,0,,,,,,
684,COMFORT,460,1.1156,0,,,,,,
685,COMFORT,461,1.4568,0,,,,,,
686,COMFORT,462,1.5252,0,,,,,,
687,COMFORT,463,1.0369,0,,,,,,
688,COMFORT,464,0.9240,0,,,,,,
689,COMFORT,465,1.7365,0,,,,,,
690,COMFORT,466,0.7447,0,,,,,,
691,COMFORT,467,1.9881,0,,,,,,
692,COMFORT,468,1.5643,0,,,,,,
693,COMFORT,469,1.1346,0,,,,,,
694,COMFORT,470,0.8323,0,,,,,,
695,COMFORT,471,1.3063,0,,,,,,
696,COMFORT,472,1.4626,0,,,,,,
697,COMFORT,473,0.9132,0,,,,,,
698,COMFORT,474,1.3525,0,,,,,,
699,COMFORT,475,1.1808,0,,,,,,
700,COMFORT,476,1.1308,0,,,,,,
701,COMFORT,477,0.5393,0,,,,,,
702,COMFORT,478,0.9012,0,,,,,,
703,COMFORT,479,1.3012,0,,,,,,
704,COMFORT,480,0.8793,0,,,,,,
705,COMFORT,481,1.0258,0,,,,,,
706,COMFORT,482,1.2043,0,,,,,,
707,COMFORT,483,1.5019,0,,,,,,
708,COMFORT,484,0.7168,0,,,,,,
709,COMFORT,485,0.7779,0,,,,,,
710,COMFORT,486,1.5188,0,,,,,,
711,COMFORT,487,1.4766,0,,,,,,
712,COMFORT,488,1.9270,0,,,,,,
713,COMFORT,489,2.4787,0,,,,,,
714,COMFORT,490,1.7485,0,,,,,,
715,COMFORT,491,1.0501,0,,,,,,
716,COMFORT,492,1.5161,0,,,,,,
717,COMFORT,493,1.6761,0,,,,,,
718,COMFORT,494,1.2651,0,,,,,,
719,COMFORT,495,0.8613,0,,,,,,
720,COMFORT,496,2.4304,0,,,,,,
721,COMFORT,497,1.2707,0,,,,,,
722,COMFORT,498,0.7864,0,,,,,,
723,COMFORT,499,1.2394,0,,,,,,
724,COMFORT,500,1.4649,0,,,,,,
725,COMFORT,501,1.8781,0,,,,,,
726,COMFORT,502,1.6255,0,,,,,,
727,COMFORT,503,1.8117,0,,,,,,
728,COMFORT,504,1.3078,0,,,,,,
729,COMFORT,505,1.8123,0,,,,,,
730,COMFORT,506,1.0654,0,,,,,,
731,COMFORT,507,2.4776,0,,,,,,
732,COMFORT,508,1.4273,0,,,,,,
733,COMFORT,509,0.9194,0,,,,,,
734,COMFORT,510,1.3596,0,,,,,,
735,COMFORT,511,1.0213,0,,,,,,
736,COMFORT,512,1.1290,0,,,,,,
737,COMFORT,513,1.4839,0,,,,,,
738,COMFORT,514,1.4681,0,,,,,,
739,COMFORT,515,1.1645,0,,,,,,
740,COMFORT,516,1.6840,0,,,,,,
741,COMFORT,517,1.0274,0,,,,,,
742,COMFORT,518,0.7670,0,,,,,,
743,COMFORT,519,0.9691,0,,,,,,
744,COMFORT,520,1.3270,0,,,,,,
745,COMFORT,521,0.7605,0,,,,,,
746,COMFORT,522,0.9319,0,,,,,,
747,COMFORT,523,1.4577,0,,,,,,
748,COMFORT,524,0.9304,0,,,,,,
749,COMFORT,525,1.5531,0,,,,,,
750,COMFORT,526,1.1164,0,,,,,,
751,COMFORT,527,0.7056,0,,,,,,
752,COMFORT,528,0.5667,0,,,,,,
753,COMFORT,529,0.4088,0,,,,,,
754,COMFORT,530,0.6396,0,,,,,,
755,COMFORT,531,0.4858,0,,,,,,
756,COMFORT,532,0.3499,0,,,,,,
757,COMFORT,533,0.8726,0,,,,,,
758,COMFORT,534,0.5808,0,,,,,,
759,COMFORT,535,1.7460,0,,,,,,
760,COMFORT,536,1.2659,0,,,,,,
761,COMFORT,537,0.5495,0,,,,,,
762,COMFORT,538,0.4743,0,,,,,,
763,COMFORT,539,1.0854,0,,,,,,
764,COMFORT,540,1.0830,0,,,,,,
765,COMFORT,541,1.1983,0,,,,,,
766,COMFORT,542,0.8492,0,,,,,,
767,COMFORT,543,0.4851,0,,,,,,
768,COMFORT,544,0.6850,0,,,,,,
769,COMFORT,545,0.7049,0,,,,,,
770,COMFORT,546,0.7588,0,,,,,,
771,COMFORT,547,1.3983,0,,,,,,
772,COMFORT,548,1.2378,0,,,,,,
773,COMFORT,549,0.9953,0,,,,,,
774,COMFORT,550,1.4115,0,,,,,,
775,COMFORT,551,0.9155,0,,,,,,
776,COMFORT,552,1.1334,0,,,,,,
777,COMFORT,553,1.4254,0,,,,,,
778,COMFORT,554,0.7657,0,,,,,,
779,COMFORT,555,1.0746,0,,,,,,
780,COMFORT,556,0.5840,0,,,,,,
781,COMFORT,557,0.8206,0,,,,,,
782,COMFORT,558,0.5792,0,,,,,,
783,COMFORT,559,0.4708,0,,,,,,
784,COMFORT,560,1.4583,0,,,,,,
785,COMFORT,561,0.5596,0,,,,,,
786,COMFORT,562,0.8191,0,,,,,,
787,COMFORT,563,1.0788,0,,,,,,
788,COMFORT,564,1.0237,0,,,,,,
789,COMFORT,565,1.0187,0,,,,,,
790,COMFORT,566,0.8551,0,,,,,,
791,COMFORT,567,1.1858,0,,,,,,
792,COMFORT,568,0.2998,0,,,,,,
793,COMFORT,569,0.7508,0,,,,,,
794,COMFORT,570,0.8914,0,,,,,,
795,COMFORT,571,0.8083,0,,,,,,
796,COMFORT,572,1.0731,0,,,,,,
797,COMFORT,573,1.2271,0,,,,,,
798,COMFORT,574,1.5562,0,,,,,,
799,COMFORT,575,1.0092,0,,,,,,
800,COMFORT,576,1.1140,0,,,,,,
801,COMFORT,577,1.0205,0,,,,,,
802,COMFORT,578,1.3100,0,,,,,,
803,COMFORT,579,0.7748,0,,,,,,
804,COMFORT,580,0.8021,0,,,,,,
805,COMFORT,581,0.6884,0,,,,,,
806,COMFORT,582,0.9195,0,,,,,,
807,COMFORT,583,0.9175,0,,,,,,
808,COMFORT,584,0.9051,0,,,,,,
809,COMFORT,585,0.8882,0,,,,,,
810,COMFORT,586,0.9334,0,,,,,,
811,COMFORT,587,0.9815,0,,,,,,
812,COMFORT,588,0.8362,0,,,,,,
813,COMFORT,589,1.0041,0,,,,,,
814,COMFORT,590,0.5635,0,,,,,,
815,COMFORT,591,1.9170,0,,,,,,
816,COMFORT,592,0.8998,0,,,,,,
817,COMFORT,593,1.2176,0,,,,,,
818,COMFORT,594,1.6709,0,,,,,,
819,COMFORT,595,0.9421,0,,,,,,
820,COMFORT,596,1.3547,0,,,,,,
821,COMFORT,597,1.2190,0,,,,,,
822,COMFORT,598,1.1015,0,,,,,,
823,COMFORT,599,0.6322,0,,,,,,
824,COMFORT,600,1.4791,0,,,,,,
825,COMFORT,601,1.1918,0,,,,,,
826,COMFORT,602,1.0583,0,,,,,,
827,COMFORT,603,0.9981,0,,,,,,
828,COMFORT,604,1.4597,0,,,,,,
829,COMFORT,605,1.0093,0,,,,,,
830,COMFORT,606,0.6505,0,,,,,,
831,COMFORT,607,1.4339,0,,,,,,
832,COMFORT,608,1.1951,0,,,,,,
833,COMFORT,609,1.0932,0,,,,,,
834,COMFORT,610,0.8453,0,,,,,,
835,COMFORT,611,1.1754,0,,,,,,
836,COMFORT,612,2.0403,0,,,,,,
837,COMFORT,613,0.9499,0,,,,,,
838,COMFORT,614,1.1529,0,,,,,,
839,COMFORT,615,1.7058,0,,,,,,
840,COMFORT,616,1.3579,0,,,,,,
841,COMFORT,617,0.9173,0,,,,,,
842,COMFORT,618,1.5229,0,,,,,,
843,COMFORT,619,1.1198,0,,,,,,
844,COMFORT,620,0.7660,0,,,,,,
845,COMFORT,621,1.5374,0,,,,,,
846,COMFORT,622,1.1185,0,,,,,,
847,COMFORT,623,1.0541,0,,,,,,
848,COMFORT,624,1.3404,0,,,,,,
849,COMFORT,625,0.8567,0,,,,,,
850,COMFORT,626,1.4968,0,,,,,,
851,COMFORT,627,1.2759,0,,,,,,
852,COMFORT,628,0.7331,0,,,,,,
853,COMFORT,629,1.0117,0,,,,,,
854,COMFORT,630,1.0078,0,,,,,,
855,COMFORT,631,1.4563,0,,,,,,
856,COMFORT,632,1.7286,0,,,,,,
857,COMFORT,633,1.4002,0,,,,,,
858,COMFORT,634,1.6546,0,,,,,,
859,COMFORT,635,1.1691,0,,,,,,
860,COMFORT,636,0.9557,0,,,,,,
861,COMFORT,637,1.1309,0,,,,,,
862,COMFORT,638,1.0774,0,,,,,,
863,COMFORT,639,1.1257,0,,,,,,
864,COMFORT,640,1.5311,0,,,,,,
865,COMFORT,641,1.6228,0,,,,,,
866,COMFORT,642,0.9190,0,,,,,,
867,COMFORT,643,1.1966,0,,,,,,
868,COMFORT,644,0.9527,0,,,,,,
869,COMFORT,645,1.0970,0,,,,,,
870,COMFORT,646,0.9508,0,,,,,,
871,COMFORT,647,0.8762,0,,,,,,
872,COMFORT,648,1.7818,0,,,,,,
873,COMFORT,649,0.9619,0,,,,,,
874,COMFORT,650,1.3702,0,,,,,,
875,COMFORT,651,0.9873,0,,,,,,
876,COMFORT,652,0.9545,0,,,,,,
877,COMFORT,653,0.4381,0,,,,,,
878,COMFORT,654,0.7536,0,,,,,,
879,COMFORT,655,0.9175,0,,,,,,
880,COMFORT,656,0.5940,0,,,,,,
881,COMFORT,657,0.7915,0,,,,,,
882,COMFORT,658,0.6351,0,,,,,,
883,COMFORT,659,1.0722,0,,,,,,
884,COMFORT,660,1.2017,0,,,,,,
885,COMFORT,661,0.9165,0,,,,,,
886,COMFORT,662,0.9609,0,,,,,,
887,COMFORT,663,0.3543,0,,,,,,
888,COMFORT,664,0.8505,0,,,,,,
889,COMFORT,665,0.7500,0,,,,,,
890,COMFORT,666,1.2750,0,,,,,,
891,COMFORT,667,1.0969,0,,,,,,
892,COMFORT,668,1.1975,0,,,,,,
893,COMFORT,669,0.8626,0,,,,,,
894,COMFORT,670,0.9269,0,,,,,,
895,COMFORT,671,0.9953,0,,,,,,
896,COMFORT,672,0.5785,0,,,,,,
897,COMFORT,673,0.9776,0,,,,,,
898,COMFORT,674,0.8479,0,,,,,,
899,COMFORT,675,0.6128,0,,,,,,
900,COMFORT,676,0.5933,0,,,,,,
901,COMFORT,677,1.6452,0,,,,,,
902,COMFORT,678,0.9226,0,,,,,,
903,COMFORT,679,0.8473,0,,,,,,
904,COMFORT,680,0.7578,0,,,,,,
905,COMFORT,681,1.0740,0,,,,,,
906,COMFORT,682,1.0880,0,,,,,,
907,COMFORT,683,0.7219,0,,,,,,
908,COMFORT,684,1.2880,0,,,,,,
909,COMFORT,685,1.1210,0,,,,,,
910,COMFORT,686,1.0042,0,,,,,,
911,COMFORT,687,1.3619,0,,,,,,
912,COMFORT,688,0.9108,0,,,,,,
913,COMFORT,689,0.6182,0,,,,,,
914,COMFORT,690,1.0794,0,,,,,,
915,COMFORT,691,1.8297,0,,,,,,
916,COMFORT,692,0.3198,0,,,,,,
917,COMFORT,693,1.0857,0,,,,,,
918,COMFORT,694,1.0917,0,,,,,,
919,COMFORT,695,0.9755,0,,,,,,
920,COMFORT,696,0.9399,0,,,,,,
921,COMFORT,697,0.8590,0,,,,,,
922,COMFORT,698,0.7658,0,,,,,,
923,COMFORT,699,0.5548,0,,,,,,
924,COMFORT,700,0.9998,0,,,,,,
925,COMFORT,701,1.2745,0,,,,,,
926,COMFORT,702,0.7707,0,,,,,,
927,COMFORT,703,0.5852,0,,,,,,
928,COMFORT,704,0.5335,0,,,,,,
929,COMFORT,705,0.9981,0,,,,,,
930,COMFORT,706,1.2051,0,,,,,,
931,COMFORT,707,0.9575,0,,,,,,
932,COMFORT,708,1.3056,0,,,,,,
933,COMFORT,709,0.8374,0,,,,,,
934,COMFORT,710,0.3151,0,,,,,,
935,COMFORT,711,1.2037,0,,,,,,
936,COMFORT,712,1.2209,0,,,,,,
937,COMFORT,713,1.5055,0,,,,,,
938,COMFORT,714,0.9989,0,,,,,,
939,COMFORT,715,0.9183,0,,,,,,
940,COMFORT,716,1.7309,0,,,,,,
941,COMFORT,717,0.5236,0,,,,,,
942,COMFORT,718,0.5550,0,,,,,,
943,COMFORT,719,1.0360,0,,,,,,
944,COMFORT,720,1.6681,0,,,,,,
945,COMFORT,721,1.5418,0,,,,,,
946,COMFORT,722,1.2873,0,,,,,,
947,COMFORT,723,1.2498,0,,,,,,
948,COMFORT,724,0.9288,0,,,,,,
949,COMFORT,725,0.7299,0,,,,,,
950,COMFORT,726,1.2032,0,,,,,,
951,COMFORT,727,1.4367,0,,,,,,
952,COMFORT,728,1.0441,0,,,,,,
953,COMFORT,729,0.4770,0,,,,,,
954,COMFORT,730,1.2076,0,,,,,,
955,COMFORT,731,0.7989,0,,,,,,
956,COMFORT,732,0.9711,0,,,,,,
957,COMFORT,733,1.3941,0,,,,,,
958,COMFORT,734,0.8667,0,,,,,,
959,COMFORT,735,0.4870,0,,,,,,
960,COMFORT,736,1.0225,0,,,,,,
961,COMFORT,737,0.8434,0,,,,,,
962,COMFORT,738,0.7487,0,,,,,,
963,COMFORT,739,1.6564,0,,,,,,
964,COMFORT,740,1.3891,0,,,,,,
965,COMFORT,741,1.1746,0,,,,,,
966,COMFORT,742,1.3628,0,,,,,,
967,COMFORT,743,0.9707,0,,,,,,
968,COMFORT,744,1.4707,0,,,,,,
969,COMFORT,745,1.3447,0,,,,,,
970,COMFORT,746,1.0227,0,,,,,,
971,COMFORT,747,1.4900,0,,,,,,
972,COMFORT,748,0.9227,0,,,,,,
973,COMFORT,749,1.2396,0,,,,,,
974,COMFORT,750,1.5704,0,,,,,,
975,COMFORT,751,0.9554,0,,,,,,
976,COMFORT,752,0.8706,0,,,,,,
977,COMFORT,753,1.1122,0,,,,,,
978,COMFORT,754,1.0374,0,,,,,,
979,COMFORT,755,1.0978,0,,,,,,
980,COMFORT,756,1.3108,0,,,,,,
981,COMFORT,757,1.0705,0,,,,,,
982,COMFORT,758,1.2391,0,,,,,,
983,COMFORT,759,0.3171,0,,,,,,
984,COMFORT,760,1.3939,0,,,,,,
985,COMFORT,761,0.7679,0,,,,,,
986,COMFORT,762,1.3901,0,,,,,,
987,COMFORT,763,1.0053,0,,,,,,
988,COMFORT,764,1.5512,0,,,,,,
989,COMFORT,765,1.2790,0,,,,,,
990,COMFORT,766,0.9959,0,,,,,,
991,COMFORT,767,1.1229,0,,,,,,
992,COMFORT,768,0.9750,0,,,,,,
993,COMFORT,769,1.1216,0,,,,,,
994,COMFORT,770,1.3149,0,,,,,,
995,COMFORT,771,1.1272,0,,,,,,
996,COMFORT,772,0.8227,0,,,,,,
997,COMFORT,773,1.1365,0,,,,,,
998,COMFORT,774,1.3659,0,,,,,,
999,COMFORT,775,1.6200,0,,,,,,
1000,COMFORT,776,0.9421,0,,,,,,
1001,COMFORT,777,0.3076,0,,,,,,
1002,COMFORT,778,0.6118,0,,,,,,
1003,COMFORT,779,0.6890,0,,,,,,
1004,COMFORT,780,0.4675,0,,,,,,
1005,COMFORT,781,0.5837,0,,,,,,
1006,COMFORT,782,0.8260,0,,,,,,
1007,COMFORT,783,0.4347,0,,,,,,
1008,COMFORT,784,0.4371,0,,,,,,
1009,COMFORT,785,0.6823,0,,,,,,
1010,COMFORT,786,1.0801,0,,,,,,
1011,COMFORT,787,0.8538,0,,,,,,
1012,COMFORT,788,0.4202,0,,,,,,
1013,COMFORT,789,1.2571,0,,,,,,
1014,COMFORT,790,0.6947,0,,,,,,
1015,COMFORT,791,0.4587,0,,,,,,
1016,COMFORT,792,0.7821,0,,,,,,
1017,COMFORT,793,0.7538,0,,,,,,
1018,COMFORT,794,0.7900,0,,,,,,
1019,COMFORT,795,0.3088,0,,,,,,
1020,COMFORT,796,0.6391,0,,,,,,
1021,COMFORT,797,0.5450,0,,,,,,
1022,COMFORT,798,1.3356,0,,,,,,
1023,COMFORT,799,0.4805,0,,,,,,
1024,COMFORT,800,0.8187,0,,,,,,
1025,COMFORT,801,0.7910,0,,,,,,
1026,COMFORT,802,0.8427,0,,,,,,
1027,COMFORT,803,0.8449,0,,,,,,
1028,COMFORT,804,0.9288,0,,,,,,
1029,COMFORT,805,0.9639,0,,,,,,
1030,COMFORT,806,1.2887,0,,,,,,
1031,COMFORT,807,0.6680,0,,,,,,
1032,COMFORT,808,1.2002,0,,,,,,
1033,COMFORT,809,1.1406,0,,,,,,
1034,COMFORT,810,0.8078,0,,,,,,
1035,COMFORT,811,0.4594,0,,,,,,
1036,COMFORT,812,0.8184,0,,,,,,
1037,COMFORT,813,0.9782,0,,,,,,
1038,COMFORT,814,1.0178,0,,,,,,
1039,COMFORT,815,1.2323,0,,,,,,
1040,COMFORT,816,1.1586,0,,,,,,
1041,COMFORT,817,1.2910,0,,,,,,
1042,COMFORT,818,0.3800,0,,,,,,
1043,COMFORT,819,0.5432,0,,,,,,
1044,COMFORT,820,1.3856,0,,,,,,
1045,COMFORT,821,0.8875,0,,,,,,
1046,COMFORT,822,0.8861,0,,,,,,
1047,COMFORT,823,0.6654,0,,,,,,
1048,COMFORT,824,0.7449,0,,,,,,
1049,COMFORT,825,0.8946,0,,,,,,
1050,COMFORT,826,0.8155,0,,,,,,
1051,COMFORT,827,0.9579,0,,,,,,
1052,COMFORT,828,1.0229,0,,,,,,
1053,COMFORT,829,1.1903,0,,,,,,
1054,COMFORT,830,0.9459,0,,,,,,
1055,COMFORT,831,0.9009,0,,,,,,
1056,COMFORT,832,1.4323,0,,,,,,
1057,COMFORT,833,0.9607,0,,,,,,
1058,COMFORT,834,0.6663,0,,,,,,
1059,COMFORT,835,1.3680,0,,,,,,
1060,COMFORT,836,1.8719,0,,,,,,
1061,COMFORT,837,1.6658,0,,,,,,
1062,COMFORT,838,0.5988,0,,,,,,
1063,COMFORT,839,1.4656,0,,,,,,
1064,COMFORT,840,1.4332,0,,,,,,
1065,COMFORT,841,1.0012,0,,,,,,
1066,COMFORT,842,1.0173,0,,,,,,
1067,COMFORT,843,1.0246,0,,,,,,
1068,COMFORT,844,0.5118,0,,,,,,
1069,COMFORT,845,0.9316,0,,,,,,
1070,COMFORT,846,1.1259,0,,,,,,
1071,COMFORT,847,1.0378,0,,,,,,
1072,COMFORT,848,1.2522,0,,,,,,
1073,COMFORT,849,1.1734,0,,,,,,
1074,COMFORT,850,0.9950,0,,,,,,
1075,COMFORT,851,1.0497,0,,,,,,
1076,COMFORT,852,0.5176,0,,,,,,
1077,COMFORT,853,1.4416,0,,,,,,
1078,COMFORT,854,1.0830,0,,,,,,
1079,COMFORT,855,0.8569,0,,,,,,
1080,COMFORT,856,0.8823,0,,,,,,
1081,COMFORT,857,0.7153,0,,,,,,
1082,COMFORT,858,1.0015,0,,,,,,
1083,COMFORT,859,0.8842,0,,,,,,
1084,COMFORT,860,1.1563,0,,,,,,
1085,COMFORT,861,1.2973,0,,,,,,
1086,COMFORT,862,1.0797,0,,,,,,
1087,COMFORT,863,1.3391,0,,,,,,
1088,COMFORT,864,0.7368,0,,,,,,
1089,COMFORT,865,0.9793,0,,,,,,
1090,COMFORT,866,0.9545,0,,,,,,
1091,COMFORT,867,1.4602,0,,,,,,
1092,COMFORT,868,0.6751,0,,,,,,
1093,COMFORT,869,0.8219,0,,,,,,
1094,COMFORT,870,0.7256,0,,,,,,
1095,COMFORT,871,0.8333,0,,,,,,
1096,COMFORT,872,0.7329,0,,,,,,
1097,COMFORT,873,1.4554,0,,,,,,
1098,COMFORT,874,0.8235,0,,,,,,
1099,COMFORT,875,0.4664,0,,,,,,
1100,COMFORT,876,1.1676,0,,,,,,
1101,COMFORT,877,1.1440,0,,,,,,
1102,COMFORT,878,0.7670,0,,,,,,
1103,COMFORT,879,1.6333,0,,,,,,
1104,COMFORT,880,1.2530,0,,,,,,
1105,COMFORT,881,1.4135,0,,,,,,
1106,COMFORT,882,1.2336,0,,,,,,
1107,COMFORT,883,0.7544,0,,,,,,
1108,COMFORT,884,1.3744,0,,,,,,
1109,COMFORT,885,1.2880,0,,,,,,
1110,COMFORT,886,1.4532,0,,,,,,
1111,COMFORT,887,1.3269,0,,,,,,
1112,COMFORT,888,0.8282,0,,,,,,
1113,COMFORT,889,0.8713,0,,,,,,
1114,COMFORT,890,1.3290,0,,,,,,
1115,COMFORT,891,0.9495,0,,,,,,
1116,COMFORT,892,1.2730,0,,,,,,
1117,COMFORT,893,1.3636,0,,,,,,
1118,COMFORT,894,1.1663,0,,,,,,
1119,COMFORT,895,0.9175,0,,,,,,
1120,COMFORT,896,1.1268,0,,,,,,
1121,COMFORT,897,1.0394,0,,,,,,
1122,COMFORT,898,1.2924,0,,,,,,
1123,COMFORT,899,0.8605,0,,,,,,
1124,COMFORT,900,1.2300,0,,,,,,
1125,COMFORT,901,0.7962,0,,,,,,
1126,COMFORT,902,0.7865,0,,,,,,
1127,COMFORT,903,0.8250,0,,,,,,
1128,COMFORT,904,0.4343,0,,,,,,
1129,COMFORT,905,0.6555,0,,,,,,
1130,COMFORT,906,0.4912,0,,,,,,
1131,COMFORT,907,0.8720,0,,,,,,
1132,COMFORT,908,0.6815,0,,,,,,
1133,COMFORT,909,0.9444,0,,,,,,
1134,COMFORT,910,0.8259,0,,,,,,
1135,COMFORT,911,0.9933,0,,,,,,
1136,COMFORT,912,0.7116,0,,,,,,
1137,COMFORT,913,1.1559,0,,,,,,
1138,COMFORT,914,0.2758,0,,,,,,
1139,COMFORT,915,0.4741,0,,,,,,
1140,COMFORT,916,0.4703,0,,,,,,
1141,COMFORT,917,1.0655,0,,,,,,
1142,COMFORT,918,0.8124,0,,,,,,
1143,COMFORT,919,0.5585,0,,,,,,
1144,COMFORT,920,0.9009,0,,,,,,
1145,COMFORT,921,1.4223,0,,,,,,
1146,COMFORT,922,0.6629,0,,,,,,
1147,COMFORT,923,1.0742,0,,,,,,
1148,COMFORT,924,0.2314,0,,,,,,
1149,COMFORT,925,0.7132,0,,,,,,
1150,COMFORT,926,1.0837,0,,,,,,
1151,COMFORT,927,0.4435,0,,,,,,
1152,COMFORT,928,0.9896,0,,,,,,
1153,COMFORT,929,0.3723,0,,,,,,
1154,COMFORT,930,0.9745,0,,,,,,
1155,COMFORT,931,0.8039,0,,,,,,
1156,COMFORT,932,1.1485,0,,,,,,
1157,COMFORT,933,0.8988,0,,,,,,
1158,COMFORT,934,0.7501,0,,,,,,
1159,COMFORT,935,1.1112,0,,,,,,
1160,COMFORT,936,0.6275,0,,,,,,
1161,COMFORT,937,0.8069,0,,,,,,
1162,COMFORT,938,1.1319,0,,,,,,
1163,COMFORT,939,0.5728,0,,,,,,
1164,COMFORT,940,0.6885,0,,,,,,
1165,COMFORT,941,0.8635,0,,,,,,
1166,COMFORT,942,0.2560,0,,,,,,
1167,COMFORT,943,1.2381,0,,,,,,
1168,COMFORT,944,1.4083,0,,,,,,
1169,COMFORT,945,0.7140,0,,,,,,
1170,COMFORT,946,1.0808,0,,,,,,
1171,COMFORT,947,0.7494,0,,,,,,
1172,COMFORT,948,1.1168,0,,,,,,
1173,COMFORT,949,0.7607,0,,,,,,
1174,COMFORT,950,0.4822,0,,,,,,
1175,COMFORT,951,0.5710,0,,,,,,
1176,COMFORT,952,1.0249,0,,,,,,
1177,COMFORT,953,0.9627,0,,,,,,
1178,COMFORT,954,0.8989,0,,,,,,
1179,COMFORT,955,1.2444,0,,,,,,
1180,COMFORT,956,1.2372,0,,,,,,
1181,COMFORT,957,0.6198,0,,,,,,
1182,COMFORT,958,0.4772,0,,,,,,
1183,COMFORT,959,1.4185,0,,,,,,
1184,COMFORT,960,1.2532,0,,,,,,
1185,COMFORT,961,1.0625,0,,,,,,
1186,COMFORT,962,1.8676,0,,,,,,
1187,COMFORT,963,1.3556,0,,,,,,
1188,COMFORT,964,1.0631,0,,,,,,
1189,COMFORT,965,0.7256,0,,,,,,
1190,COMFORT,966,1.0373,0,,,,,,
1191,COMFORT,967,0.6419,0,,,,,,
1192,COMFORT,968,1.1928,0,,,,,,
1193,COMFORT,969,1.0294,0,,,,,,
1194,COMFORT,970,1.4017,0,,,,,,
1195,COMFORT,971,0.7834,0,,,,,,
1196,COMFORT,972,1.3736,0,,,,,,
1197,COMFORT,973,0.8846,0,,,,,,
1198,COMFORT,974,1.0645,0,,,,,,
1199,COMFORT,975,1.1037,0,,,,,,
1200,COMFORT,976,1.1354,0,,,,,,
1201,COMFORT,977,1.2999,0,,,,,,
1202,COMFORT,978,0.9811,0,,,,,,
1203,COMFORT,979,1.1178,0,,,,,,
1204,COMFORT,980,0.9946,0,,,,,,
1205,COMFORT,981,0.4316,0,,,,,,
1206,COMFORT,982,1.1546,0,,,,,,
